Unnamed: 0,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
1518,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1519,dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
1520,heart attack, vomiting, breathlessness, sweating, chest_pain
1521,heart attack, vomiting, breathlessness, sweating, chest_pain
1522,heart attack, breathlessness, sweating, chest_pain,
1523,heart attack, vomiting, sweating, chest_pain,
1524,heart attack, vomiting, breathlessness, chest_pain,
1525,heart attack, vomiting, breathlessness, sweating,
1526,heart attack, vomiting, breathlessness, sweating, chest_pain
1527,heart attack, breathlessness, sweating, chest_pain,
1528,heart attack, vomiting, sweating, chest_pain,
1529,heart attack, vomiting, breathlessness, chest_pain,
1530,varicose veins, fatigue, cramps, bruising, obesity
1531,varicose veins, fatigue, cramps, bruising, obesity
1532,varicose veins, cramps, bruising, obesity, swollen_legs
1533,varicose veins, fatigue, bruising, obesity, swollen_legs
1534,varicose veins, fatigue, cramps, obesity, swollen_legs
1535,varicose veins, fatigue, cramps, bruising, swollen_legs
1536,varicose veins, fatigue, cramps, bruising, obesity
1537,varicose veins, fatigue, cramps, bruising, obesity
1538,varicose veins, fatigue, cramps, bruising, obesity
1539,varicose veins, fatigue, cramps, bruising, obesity
1540,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1541,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1542,hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
1543,hypothyroidism, weight_gain, cold_hands_and_feets, mood_swings, lethargy
1544,hypothyroidism, fatigue, cold_hands_and_feets, mood_swings, lethargy
1545,hypothyroidism, fatigue, weight_gain, mood_swings, lethargy
1546,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, lethargy
1547,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1548,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1549,hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
1550,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1551,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1552,hyperthyroidism, mood_swings, weight_loss, restlessness, sweating
1553,hyperthyroidism, fatigue, weight_loss, restlessness, sweating
1554,hyperthyroidism, fatigue, mood_swings, restlessness, sweating
1555,hyperthyroidism, fatigue, mood_swings, weight_loss, sweating
1556,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1557,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1558,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1559,hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
1560,hypoglycemia, vomiting, fatigue, anxiety, sweating
1561,hypoglycemia, vomiting, fatigue, anxiety, sweating
1562,hypoglycemia, vomiting, fatigue, anxiety, sweating
1563,hypoglycemia, fatigue, anxiety, sweating, headache
1564,hypoglycemia, vomiting, anxiety, sweating, headache
1565,hypoglycemia, vomiting, fatigue, sweating, headache
1566,hypoglycemia, vomiting, fatigue, anxiety, headache
1567,hypoglycemia, vomiting, fatigue, anxiety, sweating
1568,hypoglycemia, vomiting, fatigue, anxiety, sweating
1569,hypoglycemia, vomiting, fatigue, anxiety, sweating
1570,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1571,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1572,osteoarthristis, neck_pain, knee_pain, hip_joint_pain, swelling_joints
1573,osteoarthristis, joint_pain, knee_pain, hip_joint_pain, swelling_joints
1574,osteoarthristis, joint_pain, neck_pain, hip_joint_pain, swelling_joints
1575,osteoarthristis, joint_pain, neck_pain, knee_pain, swelling_joints
1576,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1577,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1578,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1579,osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
1580,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1581,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1582,arthritis, stiff_neck, swelling_joints, movement_stiffness, painful_walking
1583,arthritis, muscle_weakness, swelling_joints, movement_stiffness, painful_walking
1584,arthritis, muscle_weakness, stiff_neck, movement_stiffness, painful_walking
1585,arthritis, muscle_weakness, stiff_neck, swelling_joints, painful_walking
1586,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1587,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1588,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1589,arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
1590,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
1591,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
1592,(vertigo) paroymsal  positional vertigo, headache, nausea, spinning_movements, loss_of_balance
1593,(vertigo) paroymsal  positional vertigo, vomiting, nausea, spinning_movements, loss_of_balance
1594,(vertigo) paroymsal  positional vertigo, vomiting, headache, spinning_movements, loss_of_balance
1595,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, loss_of_balance
1596,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
1597,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
1598,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, spinning_movements
1599,(vertigo) paroymsal  positional vertigo, vomiting, headache, nausea, loss_of_balance
1600,acne, skin_rash, pus_filled_pimples, blackheads, scurring
1601,acne, skin_rash, pus_filled_pimples, blackheads, scurring
1602,acne, pus_filled_pimples, blackheads, scurring,
1603,acne, skin_rash, blackheads, scurring,
1604,acne, skin_rash, pus_filled_pimples, scurring,
1605,acne, skin_rash, pus_filled_pimples, blackheads,
1606,acne, skin_rash, pus_filled_pimples, blackheads, scurring
1607,acne, skin_rash, pus_filled_pimples, blackheads,
1608,acne, skin_rash, pus_filled_pimples, scurring,
1609,acne, skin_rash, blackheads, scurring,
1610,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1611,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1612,urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
1613,urinary tract infection, burning_micturition, foul_smell_of urine, continuous_feel_of_urine,
1614,urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1615,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine,
1616,urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
1617,urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1618,urinary tract infection, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine,
1619,urinary tract infection, burning_micturition, bladder_discomfort, continuous_feel_of_urine,
1620,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1621,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1622,psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails
1623,psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails
1624,psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails
1625,psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails
1626,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1627,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1628,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1629,psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
1630,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1631,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1632,impetigo, high_fever, blister, red_sore_around_nose, yellow_crust_ooze
1633,impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
1634,impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
1635,impetigo, skin_rash, high_fever, red_sore_around_nose, yellow_crust_ooze
1636,impetigo, skin_rash, high_fever, blister, yellow_crust_ooze
1637,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1638,impetigo, skin_rash, high_fever, blister, red_sore_around_nose
1639,impetigo, skin_rash, blister, red_sore_around_nose, yellow_crust_ooze
1640,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
1641,fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
1642,fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
1643,fungal infection,itching, skin_rash, dischromic _patches,
1644,fungal infection,itching, skin_rash, nodal_skin_eruptions,
1645,fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,
1646,fungal infection,itching, nodal_skin_eruptions, dischromic _patches,
1647,fungal infection,itching, skin_rash, dischromic _patches,
1648,fungal infection,itching, skin_rash, nodal_skin_eruptions,
1649,fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
1650,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
1651,allergy, shivering, chills, watering_from_eyes,
1652,allergy, continuous_sneezing, chills, watering_from_eyes,
1653,allergy, continuous_sneezing, shivering, watering_from_eyes,
1654,allergy, continuous_sneezing, shivering, chills,
1655,allergy, shivering, chills, watering_from_eyes,
1656,allergy, continuous_sneezing, chills, watering_from_eyes,
1657,allergy, continuous_sneezing, shivering, watering_from_eyes,
1658,allergy, continuous_sneezing, shivering, chills,
1659,allergy, continuous_sneezing, shivering, chills, watering_from_eyes
1660,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
1661,gerd, stomach_pain, ulcers_on_tongue, vomiting, cough
1662,gerd, stomach_pain, acidity, vomiting, cough
1663,gerd, stomach_pain, acidity, ulcers_on_tongue, cough
1664,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
1665,gerd, stomach_pain, acidity, ulcers_on_tongue, vomiting
1666,gerd, acidity, ulcers_on_tongue, vomiting, cough
1667,gerd, stomach_pain, ulcers_on_tongue, vomiting, cough
1668,gerd, stomach_pain, acidity, vomiting, cough
1669,gerd, stomach_pain, acidity, ulcers_on_tongue, cough
1670,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1671,chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite
1672,chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite
1673,chronic cholestasis,itching, vomiting, nausea, loss_of_appetite
1674,chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite
1675,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1676,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1677,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1678,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1679,chronic cholestasis,itching, vomiting, yellowish_skin, nausea
1680,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
1681,drug reaction,itching, stomach_pain, burning_micturition, spotting_ urination
1682,drug reaction,itching, skin_rash, burning_micturition, spotting_ urination
1683,drug reaction,itching, skin_rash, stomach_pain, spotting_ urination
1684,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
1685,drug reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination
1686,drug reaction,itching, stomach_pain, burning_micturition, spotting_ urination
1687,drug reaction,itching, skin_rash, burning_micturition, spotting_ urination
1688,drug reaction,itching, skin_rash, stomach_pain, spotting_ urination
1689,drug reaction,itching, skin_rash, stomach_pain, burning_micturition
1690,peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
1691,peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
1692,peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases
1693,peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases
1694,peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases
1695,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, passage_of_gases
1696,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
1697,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
1698,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
1699,peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
1700,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
1701,aids, patches_in_throat, high_fever, extra_marital_contacts,
1702,aids, muscle_wasting, high_fever, extra_marital_contacts,
1703,aids, muscle_wasting, patches_in_throat, extra_marital_contacts,
1704,aids, muscle_wasting, patches_in_throat, high_fever,
1705,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
1706,aids, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
1707,aids, patches_in_throat, high_fever, extra_marital_contacts,
1708,aids, muscle_wasting, high_fever, extra_marital_contacts,
1709,aids, muscle_wasting, patches_in_throat, high_fever,
1710,diabetes , fatigue, weight_loss, restlessness, lethargy
1711,diabetes , fatigue, weight_loss, restlessness, lethargy
1712,diabetes , weight_loss, restlessness, lethargy, irregular_sugar_level
1713,diabetes , fatigue, restlessness, lethargy, irregular_sugar_level
1714,diabetes , fatigue, weight_loss, lethargy, irregular_sugar_level
1715,diabetes , fatigue, weight_loss, restlessness, irregular_sugar_level
1716,diabetes , fatigue, weight_loss, restlessness, lethargy
1717,diabetes , fatigue, weight_loss, restlessness, lethargy
1718,diabetes , fatigue, weight_loss, restlessness, lethargy
1719,diabetes , fatigue, weight_loss, restlessness, lethargy
1720,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1721,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1722,gastroenteritis, sunken_eyes, dehydration, diarrhoea,
1723,gastroenteritis, vomiting, dehydration, diarrhoea,
1724,gastroenteritis, vomiting, sunken_eyes, diarrhoea,
1725,gastroenteritis, vomiting, sunken_eyes, dehydration,
1726,gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
1727,gastroenteritis, sunken_eyes, dehydration, diarrhoea,
1728,gastroenteritis, vomiting, dehydration, diarrhoea,
1729,gastroenteritis, vomiting, sunken_eyes, diarrhoea,
1730,bronchial asthma, fatigue, cough, high_fever, breathlessness
1731,bronchial asthma, cough, high_fever, breathlessness, family_history
1732,bronchial asthma, fatigue, high_fever, breathlessness, family_history
1733,bronchial asthma, fatigue, cough, breathlessness, family_history
